0.001,"{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}"
0.002,"{0, 0, 0, 0, 9054, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14356, 0, 0, 0, 0, 0, 0, 0, 0, 8466, 13372, 0, 0, 0, 0, 0, 0, 0, 0, 9112, 0, 0, 0, 0, 0, 53298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11006, 0, 0, 0, 0, 0, 0, 18556, 0, 0, 0, 0, 46940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36616, 18570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26358, 0, 0, 0, 17988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13696, 0, 0, 0, 0, 40014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38818, 30472, 0, 0, 0, 0, 0, 13218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17542, 0, 0, 0, 0, 0, 23126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25676, 0, 0, 0, 0, 0, 0, 0, 0, 71932, 0, 0, 0, 0, 0, 0, 0, 18584, 0, 10896, 13354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14718}"
0.003,"{0, 0, 0, 19348, 0, 0, 26906, 0, 0, 0, 0, 0, 0, 25982, 28058, 51710, 0, 0, 0, 0, 0, 9510, 0, 0, 18684, 31048, 0, 0, 0, 0, 0, 17884, 9000, 0, 9754, 0, 0, 0, 0, 5738, 0, 0, 0, 0, 26486, 17432, 0, 0, 25458, 0, 0, 10386, 0, 0, 0, 0, 19002, 82214, 0, 0, 0, 0, 0, 0, 0, 22242, 0, 0, 0, 0, 0, 0, 37580, 0, 0, 14544, 0, 0, 37532, 37008, 0, 5554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13462, 28272, 13862, 9586, 0, 0, 13230, 0, 0, 17374, 0, 36136, 0, 9056, 0, 0, 8762, 52556, 0, 0, 0, 13670, 33876, 0, 5392, 0, 0, 0, 0, 0, 0, 0, 9016, 0, 0, 10836, 0, 0, 0, 0, 73134, 9830, 0, 0, 0, 0, 14072, 34976, 0, 0, 0, 0, 0, 0, 0, 0, 5262, 19424, 0, 32818, 0, 5070, 0, 0, 79220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8994, 0, 32158, 12570, 9766, 14008, 0, 65120, 0, 0, 0, 18068, 0, 0, 9246, 0, 114150, 22938, 0, 0, 9144, 0, 14500, 0, 21504, 0, 0, 0, 0, 31098, 0, 0, 13848, 7816, 0, 0, 0, 57688, 0, 0, 0, 14456, 30088, 0, 0, 0, 0, 9844, 0, 0, 61136, 0, 38374, 0, 0, 0, 0, 0, 0, 0, 17764, 5730, 0, 43130, 0, 9322, 0, 45882, 0, 16734, 0, 0, 0, 0, 0, 0, 21252, 0, 5414, 0, 0, 0, 55972, 12662, 0, 0, 5722, 12640, 0, 0, 16546, 0, 0, 33950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38632, 0, 0, 0, 0, 0, 0, 8134, 0, 0, 0, 10654, 17902, 0, 0, 0, 0, 28858, 40324, 0, 0, 0, 0, 13580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52454, 9096, 14726, 0, 48242, 17546, 0, 0, 23894, 0, 0, 0, 8934, 8782, 0, 0, 23116, 0, 15040, 0, 0, 14396, 0, 0, 0, 0, 0, 19400, 0, 0, 0, 20498, 0, 0, 53484, 0, 14346, 0, 0, 0, 27062, 0, 19416, 0, 0, 18950, 36996, 28436, 0, 10342, 0, 0, 0, 0, 29628, 0, 0, 41812, 0, 0, 30114, 19030, 0, 0, 59062, 0, 24780, 0, 0, 0, 45978, 23068, 0, 0, 39140, 0, 17514, 16766, 57694, 0, 0, 0, 0, 0, 0, 72574, 0, 9254, 28180, 0, 80264, 0, 0, 0, 0, 19416, 0, 33282, 0, 0, 0, 0, 0, 38420, 0, 52160, 24200, 42598, 0, 13928, 9972, 54750, 4918, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22386, 0, 0, 0, 0, 21828, 0, 0, 0, 0, 0, 89910, 0}"
0.004,"{0, 34168, 0, 59280, 0, 9688, 9112, 27902, 97304, 27336, 0, 17152, 4528, 44448, 14660, 0, 0, 0, 0, 0, 4836, 0, 38034, 11712, 0, 9600, 24012, 0, 0, 31380, 13976, 0, 0, 8736, 13470, 0, 0, 29670, 0, 0, 0, 0, 0, 0, 0, 15686, 0, 13470, 0, 0, 13088, 41658, 0, 0, 0, 66934, 0, 0, 0, 0, 0, 19224, 4924, 0, 0, 0, 14068, 0, 0, 0, 15810, 0, 26600, 27616, 10832, 5388, 0, 0, 0, 0, 10194, 0, 0, 0, 25208, 25806, 0, 0, 0, 0, 14104, 18128, 0, 0, 0, 37492, 0, 10868, 14350, 43856, 0, 0, 16122, 0, 0, 13134, 63580, 19806, 48648, 0, 0, 0, 10540, 0, 8664, 8364, 13114, 5504, 15344, 0, 81328, 37194, 0, 12722, 0, 45510, 9580, 0, 0, 18214, 40056, 27596, 13302, 0, 0, 0, 0, 0, 0, 0, 0, 10780, 26084, 26154, 0, 4918, 38218, 9018, 0, 0}"
0.005,"{46724, 13920, 13904, 27082, 0, 17976, 0, 0, 0, 9572, 0, 0, 8876, 6146, 13312, 16966, 0, 18058, 9504, 18430, 14582, 27754, 14606, 9680, 0, 25718, 0, 11210, 25332, 13916, 11932, 0, 0, 73988, 0, 0, 32872, 41436, 0, 29712, 9474, 27532, 0, 9482, 0, 14150, 10226, 0, 0, 17156, 22960, 28610, 39726, 15376, 0, 23412, 15010, 0, 22374, 0, 0, 8778, 0, 14088, 5006, 27082, 17800, 31464, 0, 14832, 9664, 0, 0, 15866, 37394, 8636, 9806, 0, 4538, 13534, 9206, 0, 12264, 12536, 9036, 0, 16106, 27406, 9168, 0, 4708, 23470, 6894, 0, 23832, 5450, 14596, 13922, 4928, 19480, 9890, 5082, 0, 0, 27506, 0, 39452, 33862, 0, 36348, 0, 0, 5240, 40812, 58982, 16654, 0, 27858, 0, 10464, 45842, 14192, 0, 30364, 6044, 10068, 22332, 56174, 13794, 0, 27358, 22226, 23768, 10132, 4800, 0, 13464, 12612, 0, 0, 19292, 14480, 18550, 0, 0, 16816, 0, 22918, 20788, 33870}"
0.006,"{10870, 9582, 51534, 11630, 9296, 17322, 7484, 8838, 5228, 10066, 10702, 27896, 4642, 0, 23602, 15024, 10780, 0, 28216, 20356, 7328, 14174, 9700, 9884, 33426, 11984, 8770, 5964, 19514, 16872, 13106, 12148, 13744, 15558, 0, 19044, 16822, 17632, 4378, 0, 43178, 23176, 20476, 17506, 14266, 10024, 48084, 8974, 32990, 9644, 25140, 0, 29040, 16454, 12880, 0, 17674, 24252, 0, 25088, 0, 0, 36006, 31734, 30434, 12518, 8354, 13624, 18012, 6234, 17030, 22340, 8602, 9960, 9240, 26210, 8794, 0, 9850, 0, 24530, 0, 14402, 13176, 19574, 0, 23020, 32588, 12726, 0, 10446, 0, 31332, 0, 0, 22794, 11394, 17056, 0, 5494, 13556, 0, 22006, 0, 5162, 0, 19758, 0, 19946, 9542, 9656, 6530, 9290, 4708, 27022, 10408, 4698, 0, 0, 12266, 6000, 24926, 9308, 5218, 8414, 16112, 0, 0, 0, 18802, 12728, 0, 6640, 8584, 6400, 0, 34054, 9142, 6146, 4978, 4990, 19118, 0, 0, 9360, 13138, 0, 0, 0, 25650}"
0.007000000000000001,"{8484, 0, 17964, 5766, 11918, 10094, 10690, 6332, 5956, 52966, 0, 9802, 5570, 0, 5834, 22130, 5224, 4836, 13068, 4830, 5666, 23600, 4452, 15024, 6354, 26700, 15868, 11116, 8604, 8104, 10750, 9836, 15446, 17024, 12446, 6796, 4250, 10746, 22404, 26098, 5266, 17230, 22340, 12572, 6476, 5954, 15592, 10600, 6028, 13388, 3812, 11164, 8596, 18836, 9024, 0, 7356, 8252, 32184, 4534, 0, 13188, 16048, 8670, 13850, 4186, 9828, 4660, 0, 9410, 12030, 5464, 0, 18186, 0, 0, 0, 25284, 13058, 8776, 8454, 24346, 0, 30760, 13402, 0, 36850, 9194, 8134, 4346, 0, 13022, 5326, 11286, 6884, 4032, 8584, 10956, 0, 3572, 10344, 15300, 8904, 28252, 5690, 12488, 14498, 15836, 0, 7388, 15274, 8708, 7762, 0, 5692, 5748, 15146, 19434, 0, 8656, 10332, 15238, 11312, 5450, 0, 0, 6040, 5444, 21848, 7832, 0, 4068, 20232, 9012, 19270, 0, 19224, 0, 5754, 14516, 28210, 15292, 4966, 5404, 4626, 0, 5158, 5298, 6006, 4302}"
0.008,"{4604, 0, 18870, 9454, 6208, 9058, 4684, 4622, 9768, 5058, 7054, 6366, 7060, 5006, 5248, 4016, 0, 20232, 13400, 10854, 5328, 11922, 5420, 20390, 13814, 10070, 5170, 9982, 4412, 12092, 6182, 8340, 10792, 0, 5558, 5892, 6602, 14222, 16826, 13752, 8286, 8688, 13518, 7646, 16670, 4128, 5560, 5204, 0, 3952, 8334, 3738, 14668, 13722, 29642, 4680, 15364, 10916, 4988, 6182, 4538, 4850, 6088, 12698, 0, 10808, 0, 9356, 26160, 21596, 9264, 9708, 11300, 14370, 10346, 8606, 7604, 8598, 21544, 0, 4466, 6338, 0, 13258, 12872, 4612, 17178, 13200, 8196, 0, 5132, 11076, 4548, 9646, 10166, 9400, 3720, 18338, 15004, 16032, 12156, 11374, 6440, 13074, 13424, 9470, 4390, 41910, 0, 5206, 5226, 4526, 14452, 4910, 19506, 4828, 0, 9598, 11620, 20922, 14302, 11262, 4296, 10302, 10160, 0, 7126, 9262, 6114, 4314, 4696, 6088, 10606, 9176, 5910, 4788, 4328, 4302, 17770, 5104, 12650, 24866, 12284, 7136, 4410, 10638, 7662, 0, 14206, 9152}"
0.009,"{4502, 14820, 6536, 0, 7056, 10360, 4862, 17212, 4638, 18420, 6178, 15344, 8270, 4952, 8800, 11498, 4924, 4660, 0, 5200, 9190, 10814, 4192, 6006, 10746, 7326, 10456, 4118, 9658, 5260, 4228, 0, 10622, 5938, 4544, 16382, 3782, 6292, 0, 12182, 14794, 4530, 4814, 10286, 5218, 0, 8362, 4670, 5596, 8042, 11890, 6648, 4592, 12836, 9066, 9710, 4846, 0, 5254, 5550, 5008, 3828, 5010, 0, 3974, 9990, 7274, 10156, 7068, 14382, 13042, 7636, 11954, 6144, 17066, 4750, 18640, 16786, 20816, 22594, 4152, 4728, 9088, 8192, 14780, 5658, 7342, 5268, 5752, 4684, 13608, 9086, 14346, 4976, 0, 3818, 0, 8894, 3738, 6384, 0, 5528, 3808, 0, 9106, 4182, 3950, 0, 4588, 4414, 5364, 12438, 4852, 10704, 4866, 4382, 0, 15444, 10914, 18848, 4016, 8232, 11406, 0, 9548, 4236, 5068, 5328, 6750, 10578, 5450, 4762, 5512, 20478, 10614, 10082, 10192, 6150, 0, 5084, 0, 8464, 21708, 0, 33248, 7816, 3614, 7518, 9246, 4616}"
0.01,"{5200, 4456, 4238, 10274, 10130, 9640, 7234, 3568, 0, 8006, 4416, 5810, 5522, 17514, 6372, 5180, 10668, 0, 13474, 7306, 0, 4412, 4252, 0, 5104, 5282, 6370, 4612, 6724, 9042, 4682, 4156, 10780, 4886, 4752, 6662, 9698, 5082, 0, 24128, 9244, 17600, 4752, 20142, 6628, 12378, 14208, 8574, 10298, 0, 10122, 0, 0, 8154, 3542, 0, 4482, 13906, 13324, 5302, 7678, 4350, 8148, 6724, 4480, 10996, 4496, 4684, 9428, 5044, 4110, 7192, 10636, 4452, 6934, 5638, 5014, 5120, 10742, 6332, 11242, 8712, 15974, 5616, 5358, 0, 3760, 4448, 7146, 15708, 13408, 11024, 5826, 11864, 12654, 5506, 3790, 7280, 13506, 4642, 11516, 8170, 4326, 16272, 5146, 15254, 16016, 5002, 5670, 4062, 8184, 5590, 13068, 4494, 4370, 3916, 0, 10730, 5448, 11422, 8684, 4844, 10118, 4378, 4714, 5158, 3240, 4812, 17236, 5412, 6264, 7380, 5170, 17020, 5386, 8894, 12664, 8876, 10330, 5238, 11844, 4764, 16418, 4992, 7090, 4494, 5856, 5530, 3954, 13244}"
